windfarm_name,latitude,longitude,windfarm_power
 Borglum (dismantled),57.36447,9.84453,10170.0
 Borglum,57.36447,9.84453,10170.0
 Borglumkloster,57.39444,9.83864,9937.5
 Borre,55.64211,8.32239,14702.0
 Bostofte,55.46836,11.85736,3120.0
 Bostrup (Favrskov),56.33103,9.86339,16286.67
 Bostrup (Langeland),55.04069,10.87869,37630.0
 Bostrup (Langeland) (dismantled),55.04069,10.87869,37630.0
 Bovling (dismantled),56.41789,8.18069,73390.0
 Bovling,56.41789,8.18069,73390.0
 Bovlund,55.1015,9.08567,5826.67
 Bovrup,54.99672,9.58408,9970.0
 Branderup,55.12164,9.05228,26240.0
 Branderup (dismantled),55.12164,9.05228,26240.0
 Brarup (Guldborgsund),54.88022,11.79844,8440.0
 Brede,55.05986,8.81239,13760.0
 Bredebro,55.05717,8.82814,13840.0
 Bregninge (Guldborgsund),54.71411,11.70033,2740.0
 Brejning,56.11256,8.50261,28521.11
 Brejning (dismantled),56.11256,8.50261,28521.11
 Bringstrup,55.44753,11.73022,8530.0
 Broløkke,54.76861,10.72147,18390.0
 Bronderslev,57.26989,9.94097,26025.71
 Bronderslev (dismantled),57.26989,9.94097,26025.71
 Brondum (Skive),56.58836,8.90944,19963.33
 Brondum (Vesthimmerland),56.96408,9.35442,7570.0
 Brons,55.19464,8.73011,13293.75
 Brordrup,55.57753,12.08336,10340.0
 Brorup,56.42597,8.21456,14050.0
 Brovst,57.09744,9.52286,10916.67
 Brudager,55.11581,10.69683,20850.0
 Brund,56.98514,8.69861,5857.5
 Brundby,55.81533,10.60386,21690.0
 Bruserup,54.67117,11.8935,12210.0
 Bruserup By - Væggerløse,54.67117,11.8935,16320.0
 Brylle,55.32192,10.24889,15756.67
 Bryrup,56.02539,9.51258,3880.0
 Brændekilde,55.36019,10.26222,16676.67
 Brændstrup,55.32978,9.05808,13770.0
 Bubel,55.45653,9.95964,14090.0
 Bukkerup,55.59144,11.78892,13921.67
 Bur,56.38,8.48,21562.22
 Burkal,54.91711,9.06856,59690.0
 Bybjerg,55.77822,11.77978,4168.33
 Bække,55.56903,9.13794,17070.0
 Dalby (DK),55.51453,11.17217,3205.0
 Dalbyneder,56.63681,10.20211,10920.0
 Daler,54.96969,8.74794,3600.0
 Dall,56.98006,9.88253,7680.0
 Dannemare,54.76081,11.18783,9272.5
 Dannemare (dismantled),54.76081,11.18783,9272.5
 Darup (DK),55.60964,12.06089,8390.0
 Degneboligen Olstrup,56.04467,8.50589,71197.33
 Dejbjerg,55.99969,8.42,5138.67
 Dejbjerg (dismantled),55.99969,8.42,5138.67
 Demstrup,56.62444,10.24825,11160.0
 Dostrup (dismantled),56.68733,9.74642,244080.0
 Dostrup,56.68733,9.74642,244080.0
 Draby,56.89608,8.83744,20900.0
 Draby (dismantled),56.89608,8.83744,20900.0
 Drengsted,55.09764,8.83528,16562.5
 Dronninglund,57.1595,10.29503,26073.33
 Dronninglund (dismantled),57.1595,10.29503,26073.33
 Dræby Fed,55.46058,10.51111,52675.0
 Dunkær,54.84864,10.41492,47136.67
 Dærup,55.27622,10.08247,15620.0
 Egemarke,55.7355,11.36467,8336.67
 Egense,55.05322,10.521,13676.67
 Eggebæk Tinglev,54.90303,9.20142,47623.75
 Eggeslevmagle,55.28442,11.34778,9090.0
 Eggeslevmagle (dismantled),55.28442,11.34778,9090.0
 Ejby,55.49006,12.07381,12890.0
 Ejerslev,56.92383,8.90697,17965.0
 Ejerslev (dismantled),56.92383,8.90697,17965.0
 Ejstrup (Kolding),55.5035,9.37789,3095.0
 Elkenore,54.73133,11.98378,12120.0
 Ellerup,55.16825,10.66019,16270.0
 Ellerup By - Gudbjerg,55.16828,10.66003,17495.0
 Elling,57.47461,10.48353,2680.0
 Ellinge,55.31628,10.61967,10270.0
 Ellum,55.04522,8.90067,15290.0
 Elsborg,56.33306,9.48367,11470.0
 Elsted,56.88536,8.55083,11550.0
 Elsted (dismantled),56.88536,8.55083,11550.0
 Emmelev,55.53506,10.36147,14106.67
 Emmerlev,54.99186,8.68022,14255.0
 Emmerske,54.97006,8.92714,17890.0
 Endegarde,55.10881,12.06381,2850.0
 Endelave,55.75542,10.29583,3110.0
 Engelstrup,56.91783,9.30494,1710.0
 Engestofte,54.77642,11.55331,31430.0
 Errindlev By - Errindlev,54.66747,11.49614,10950.0
 Eskilstrup,54.85461,11.85764,9970.0
 Eskilstrup (dismantled),54.85461,11.85764,9970.0
 Esterbolle,55.55767,10.18706,11910.0
 Estrup,56.34819,8.48489,16415.0
 Fabjerg,56.52567,8.38286,5607.5
 Fabjerg (dismantled),56.52567,8.38286,5607.5
 Falsig,56.39497,8.46922,14978.33
 Fandrup,56.765,9.29739,4393.33
 Fardrup,55.321,11.34119,10156.67
 Faro,54.94972,11.99481,4730.0
 Farre (Favrskov),56.21736,9.83644,12817.5
 Farre (Vejle),55.80719,9.25575,12865.0
 Farup,56.54328,9.85053,34725.0
 Felsted,54.97928,9.49772,17320.0
 Felsted (dismantled),54.97928,9.49772,17320.0
 Ferslev (dismantled),56.95128,9.89722,1500.0
 Ferslev,56.95128,9.89722,1500.0
 Filskov,55.81378,9.02453,37331.11
 Fjaltring,56.46633,8.14444,17172.5
 Fjaltring (dismantled),56.46633,8.14444,17172.5
 Fjellerad (dismantled),56.92275,10.01842,1250.0
 Fjellerad,56.92275,10.01842,1250.0
 Fjelstrup,55.32119,9.56242,18730.0
 Fjerritslev,57.08822,9.26617,8132.0
 Flemlose,55.25019,10.06664,16030.0
 Flemming,55.86817,9.67839,19093.33
 Flemstofte,55.28703,11.52361,4640.0
 Flensted,56.15056,9.78258,16380.0
 Floutrup (dismantled),56.79161,9.07969,1490.0
 Floutrup,56.79161,9.07969,1490.0
 Fly,56.49428,9.01125,13310.0
 Fodby,55.24678,11.6755,14736.0
 Foldby (Favrskov),56.25236,10.02386,15690.0
 Foldby (Naestved),55.24678,11.6755,14866.67
 Follenslev,55.72514,11.35214,3506.67
 Forlev (Skanderborg),56.06547,9.89767,15190.0
 Forlev (Slagelse) (dismantled),55.37214,11.26033,3480.0
 Forlev (Slagelse),55.37214,11.26033,3480.0
 Forslev (Faxe),55.35744,11.90261,8070.0
 Forslev (Naestved),55.27242,11.56703,12770.0
 Forslev (Naestved) (dismantled),55.27242,11.56703,12770.0
 Fousing,56.45,8.49,22028.75
 Fovling,55.45119,8.93539,6480.0
 Fovling (dismantled),55.45119,8.93539,6480.0
 Frankerup,55.30411,11.37289,15945.0
 Fraugde,55.35408,10.48872,15390.0
 Frederiks,56.34675,9.246,25397.14
 Frederiks (dismantled),56.34675,9.246,25397.14
 Frederikshaven 2,57.45564,10.84417,42010.0
 Frederikshaven 3,57.45564,10.84417,53180.0
 Frederikshaven 4,57.45564,10.84417,43930.0
 Frederikshavn Offshore,57.44489,10.56025,43733.33
 Fredso,56.76669,8.79,18640.0
 Frorup (Kolding),55.37492,9.40136,22705.0
 Frorup Ejerlaug,55.37492,9.40136,31010.0
 Frorup Ejerlav,55.37492,9.40136,30610.0
 Froslev (Morso),56.80358,8.72836,9882.5
 Froslev (Morso) (dismantled),56.80358,8.72836,9882.5
 Froslev (Stevns),55.29156,12.32239,14826.0
 Fuglebjerg,55.30594,11.54822,14550.0
 Fuglse,54.70736,11.52128,4930.0
 Futting,56.28214,9.78206,14046.67
 Fæbæk,55.05942,10.88347,11490.0
 Fæbæk (dismantled),55.05942,10.88347,11490.0
 Fæsted,55.34992,8.93675,15916.0
 Fæsted (dismantled),55.34992,8.93675,15916.0
 Galdbjerg,55.166,10.68681,18700.0
 Gammel Vraa Enge,57.03539,9.93397,11308.67
 Gammelby (Lolland),54.78233,11.12139,6240.0
 Gammelstrup,56.48919,9.17497,13510.0
 Gammelstrup (dismantled),56.48919,9.17497,13510.0
 Gamst,55.48928,9.19294,15967.5
 Gardbo So (Frederikshavn),57.57,10.33997,13087.0
 Gardbo So (Hjorring),57.58303,10.31075,2620.0
 Garslev,55.63833,9.69986,6470.0
 Gaser,57.01322,10.18156,5350.0
 Gaser (dismantled),57.01322,10.18156,5350.0
 Gasse,55.16667,8.81667,15790.0
 Gassum,56.57575,9.97186,15208.0
 Gavnø,55.18736,11.72119,10530.0
 Gedesby,54.60147,11.93964,3962.0
 Gejla,54.90533,9.35456,15362.5
 Gejsing,55.49339,9.27903,14786.67
 Gesinge,54.98003,10.58017,3995.0
 Gesten,55.50922,9.19233,16380.0
 Gesten (dismantled),55.50922,9.19233,16380.0
 Gettrup 1,56.60861,9.87133,15570.0
 Gettrup 2,56.60842,9.87936,15535.0
 Gilsager,55.42508,11.84978,14030.0
 Gimlinge,55.32381,11.43511,10080.0
 Gimsing,56.47625,8.60228,61570.0
 Gislev,55.21969,10.60239,16310.0
 Gisserbaek,56.78997,8.46,33796.67
 Give,55.84456,9.24103,13930.0
 Givskud,55.81531,9.34636,10750.0
 Gjerlev,56.58683,10.12867,15005.0
 Gjern,56.23031,9.73881,13138.57
 Gjerndrup,55.50881,9.00258,15720.0
 Glerup,56.68533,9.39411,14647.5
 Gloslunde,54.75542,11.22172,12490.0
 Glumso,55.35517,11.68889,2330.0
 Goderup,55.59906,12.04711,9603.33
 Gorlev,55.53792,11.22575,15825.0
 Gottrup (Jammerbugt),57.05814,9.21189,392.98
 Gottrup (Jammerbugt) (dismantled),57.05814,9.21189,392.98
 Gottrup (Vesthimmerland) (dismantled),56.80667,9.34011,2780.0
 Gottrup (Vesthimmerland),56.80667,9.34011,2780.0
 Grahede,55.87203,8.54569,14713.33
 Gram (Haderslev),55.29008,9.04992,12243.33
 Gramrode,55.7545,9.91203,14420.0
 Grarup,56.82831,9.42381,2740.0
 Grensten,56.42975,9.92197,14916.67
 Grimmeshave,57.48689,10.06581,3650.0
 Grolsted,56.28317,9.76292,13475.0
 Gronning,56.64997,9.07,12441.11
 Gronning (dismantled),56.64997,9.07,12441.11
 Grundfor,56.26014,10.10931,14880.0
 Grurup,56.75383,8.42481,12056.67
 Græshave,54.77683,11.21869,10838.0
 Gudmandstrup,55.71253,11.45053,10473.33
 Gudum (Lemvig),56.51992,8.45836,9642.5
 Gudum (Lemvig) (dismantled),56.51992,8.45836,9642.5
 Gudum (Slagelse),55.43092,11.3825,11880.0
 Gudumbro,55.04069,10.87869,69520.0
 Guldager (Esbjerg),55.53167,8.4005,11710.0
 Guldbæk,56.94133,9.81019,15400.0
 Guldforhoved,56.11378,9.30356,12680.0
 Gummersmarke,55.44639,11.99869,14220.0
 Gunderup (Hjorring),57.37586,9.97378,2185.0
 Gydeje-Torslev,57.07408,9.48453,2370.0
 Gyrstinge,55.48839,11.68511,13975.0
 Haarby,55.21631,10.12225,13986.67
 Hadrup,55.93381,10.03528,12593.33
 Hagendrup,55.97075,11.96097,10147.5
 Hagesholm,55.73139,11.44908,0.0
 Hagested,55.74719,11.61439,24080.0
 Halby,56.00447,8.31689,7935.0
 Halby (dismantled),56.00447,8.31689,7935.0
 Haldum,56.27986,10.04286,15180.0
 Halk,55.20181,9.64039,3580.0
 Hallendrup,56.36289,10.09878,15147.5
 Halling,56.33586,10.19236,12060.0
 Hallum,55.75997,8.47,11830.0
 Hals,56.91011,10.00919,9205.0
 Hammelev,56.44203,10.89328,3170.0
 Hampen,56.01867,9.35261,12140.0
 Handest,56.56858,9.82133,14038.75
 Harboore,56.62061,8.18531,3972.5
 Harboore (dismantled),56.62061,8.18531,3972.5
 Harlev,55.34889,12.241,11715.0
 Harre,56.71292,8.92578,18431.67
 Harre (dismantled),56.71292,8.92578,18431.67
 Harres,55.05697,8.77383,12013.33
 Harslev,55.26944,11.47225,10540.0
 Harup,56.28492,10.21722,13650.0
 Haslund,56.40606,10.04131,43980.0
 Hassing (Aalborg),57.06494,10.12928,9185.56
 Hassing (Aalborg) (dismantled),57.06494,10.12928,9185.56
 Hassing Sogn,57.06089,10.19461,29620.0
 Hasum,56.57903,8.84758,10985.0
 Hasum (dismantled),56.57903,8.84758,10985.0
 Hatting,55.85433,9.766,12850.0
 Havbro,56.80033,9.4195,13080.0
 Havervad,55.20419,8.6945,9883.33
 Havlokke,54.83014,11.42611,11410.0
 Havnelev,55.26883,12.33747,3630.0
 Havrebjerg,55.44881,11.31469,4206.67
 Havrum,55.84044,9.65217,19170.0
 Hedegard,55.37411,8.78703,10913.33
 Heden (Faaborg-Midtfyn),55.24786,10.37169,14350.0
 Hejls,55.39506,9.56911,23795.0
 Hejninge,55.40303,11.28358,4260.0
 Hejnsvig,55.68564,8.96044,56668.57
 Hejnsvig (dismantled),55.68564,8.96044,56668.57
 Hellerod,56.62803,8.57156,3030.0
 Helletofte,55.02392,10.85422,5140.0
 Hellevad (Aabenraa),55.07519,9.20258,16400.0
 Helligso,56.70181,8.34836,5220.0
 Helligso (dismantled),56.70181,8.34836,5220.0
 Helsned By,54.83844,10.67544,19020.0
 Hem (DK),56.59411,8.96114,37490.0
 Hem (DK) (dismantled),56.59411,8.96114,37490.0
 Hemmerslev,55.50744,10.16817,13065.0
 Hemmeshoj,55.26764,11.362,13817.78
 Hemmet,55.85,8.37275,63770.83
 Herlev,55.90169,12.26706,9613.33
 Herlufmagle,55.31378,11.75697,14485.0
 Herning Jorder (dismantled),56.13847,8.97317,17300.0
 Herning Jorder,56.13847,8.97317,17300.0
 Herslev,55.52656,11.31428,14220.0
 Hesselballe (Aarhus),56.26453,10.26269,15260.0
 Hevring,56.5145,10.3895,14204.29
 Hillerslev (dismantled),57.01267,8.73078,5854.29
 Hillerslev,57.01267,8.73078,5854.29
 Hillested,54.75347,11.44814,13074.29
 Hillested (dismantled),54.75347,11.44814,13074.29
 Hindborg,56.61997,8.96,15221.43
 Hindborg (dismantled),56.61997,8.96,15221.43
 Hinnum,55.75567,8.99936,29495.0
 Hirtshals Havn,57.59469,9.98931,77325.0
 Hjardemal,57.05819,8.80436,17626.0
 Hjardemal (dismantled),57.05819,8.80436,17626.0
 Hjelm,54.81614,11.75131,2970.0
 Hjelmerup,55.29303,10.24167,16715.0
 Hjerm,56.43794,8.63681,15240.0
 Hjerm (dismantled),56.43794,8.63681,15240.0
 Hjermind,56.39719,9.67944,17800.0
 Hjerpsted,54.93961,8.86442,13780.0
 Hjerpsted (dismantled),54.93961,8.86442,13780.0
 Hjolderup,55.01892,9.24728,12000.0
 Hjorring Jorder,57.46344,9.98125,11860.0
 Hjorthede,56.41683,9.70825,18240.0
 Hoby,54.74058,11.23089,11490.0
 Hoby (dismantled),54.74058,11.23089,11490.0
 Hogholt,57.45281,10.22278,11340.0
 Hogslund,54.99753,8.92381,17880.0
 Hojby,55.33886,10.4345,16400.0
 Hojelse,55.49631,12.12378,10084.0
 Hojerup,55.27958,12.44294,10855.0
 Hojerup (dismantled),55.27958,12.44294,10855.0
 Hojrup,55.22831,8.99144,17408.57
 Hojsmarke,54.88728,11.0445,12830.0
 Hokkerup,54.8925,9.49172,15056.67
 Hokkerup (dismantled),54.8925,9.49172,15056.67
 Holbol,54.89511,9.44269,14110.0
 Hollandsbjerg,56.47997,10.25997,21272.73
 Holmdrup,55.09983,10.64431,19226.67
 Holme-Olstrup,55.26144,11.82089,14640.0
 Holmsland Klit,56.00461,8.11258,70306.67
 Holstebro,56.35858,8.61772,15545.0
 Holtug,55.34486,12.40564,10240.0
 Homa,56.34772,10.82197,14908.0
 Horbelev,54.82722,12.05639,10786.67
 Horbelev (dismantled),54.82722,12.05639,10786.67
 Horby (Holbaek),55.73717,11.70575,2680.0
 Horbylund,57.36022,10.35828,2180.0
 Hordum,56.85036,8.49103,36835.0
 Hordum (dismantled),56.85036,8.49103,36835.0
 Horne (Faaborg-Midtfyn),55.10678,10.17428,4830.0
 Horne (Faaborg-Midtfyn) (dismantled),55.10678,10.17428,4798.0
 Horne (Hjorring),57.56056,9.98022,3330.0
 Horne (Varde),55.72339,8.52531,18006.67
 Horns Rev 1,55.48597,7.83997,47576.62
 Horns Rev 2,55.6,7.58197,54623.52
 Horns Rev 3,55.703,7.689,189499.8
 Hornum (Hedensted),55.74406,9.80722,15186.67
 Horsens,57.10675,10.09017,61180.0
 Horsens (dismantled),57.10675,10.09017,61180.0
 Horslunde,54.90872,11.21669,11260.0
 Horsted,56.87117,8.49278,7055.0
 Hostrup (Tonder),54.94725,8.95619,17890.0
 Hove (Lemvig),56.55822,8.22356,5190.0
 Hove (Lemvig) (dismantled),56.55822,8.22356,5190.0
 Hove (Slagelse),55.28303,11.39044,4255.0
 Hullebæk,54.79986,11.92628,15253.33
 Humble,54.8295,10.70014,14120.0
 Hundborg,56.91336,8.49522,12354.0
 Hundborg (dismantled),56.91336,8.49522,12354.0
 Hunstrup (dismantled),57.03519,8.81275,15180.0
 Hunstrup,57.03519,8.81275,15180.0
 Hurup,56.75383,8.42481,5190.0
 Husted,55.57364,9.25167,17000.0
 Husum-Ballum,55.07614,8.67358,9450.0
 Hvam (Holstebro),56.41861,8.69661,13315.0
 Hvam (Vesthimmerland),56.66267,9.51433,48797.5
 Hvidbjerg (Morso),56.75619,8.61819,10080.0
 Hvidbjerg (Skive),56.56897,8.93847,12320.0
 Hvidbjerg (Struer),56.64908,8.52894,15160.0
 Hvidbjerg (Struer) (dismantled),56.64908,8.52894,15160.0
 Hviding,55.277,8.72992,31818.33
 Hvilsom,56.65908,9.61206,48510.0
 Hvinderup,55.34697,9.51769,17740.0
 Hvolgard,57.05764,9.55953,3410.0
 Hygum (Vejen),55.37808,8.89814,15780.0
 Hyllerslev,55.62356,8.40481,12370.0
 Hyllerup,55.40236,11.31178,2780.0
 Hyllinge,55.25592,11.599,2420.0
 Hyrup,55.17633,9.14461,25320.0
 Idestrup,54.74253,11.95844,7680.0
 Idestrup (dismantled),54.74253,11.95844,7680.0
 Idom,56.33161,8.51036,17481.43
 Ikast-Brande,56.13636,9.15458,67750.0
 Ildved,55.81847,9.48389,17170.0
 Ilskov,56.25181,9.17164,18553.33
 Ingstrup,57.31172,9.72281,3616.67
 Jebjerg,56.68356,8.995,13608.0
 Jegerup,55.27947,9.29156,23567.5
 Jejsing,54.93853,8.96556,17715.0
 Jejsing (dismantled),54.93853,8.96556,17715.0
 Jennum by - Spentrup,56.53289,10.05106,11996.0
 Jenslev,55.68269,11.892,3846.0
 Jenstrup,55.24892,11.62961,10113.33
 Jernlose,55.65808,11.62592,14630.0
 Jonstrup,57.47492,9.92422,2404.0
 Jordlose,55.20019,10.15606,17020.0
 Jordlose (dismantled),55.20019,10.15606,17020.0
 Jorsby,56.88203,8.88411,4535.0
 Junget,56.76439,9.09614,11954.0
 Junget (dismantled),56.76439,9.09614,11954.0
 Jyderup,55.23286,12.06906,11400.0
 Kalhave,55.85522,9.61261,12220.0
 Kallerup,56.64425,8.47514,7110.0
 Kallerup (dismantled),56.64425,8.47514,7110.0
 Kappel (DK),54.77383,11.03422,8365.0
 Kappel (DK) (dismantled),54.77383,11.03422,8365.0
 Karlslunde,55.56825,12.22761,4760.0
 Kasso,55.03997,9.21,19415.0
 Kastager,54.93744,11.20708,10003.33
 Kastbjerg,56.64364,10.15442,9500.0
 Kastbjerg (dismantled),56.64364,10.15442,9500.0
 Kastrup,55.25,9.07,13553.75
 Kastrup Holbaek,55.76606,11.67342,3020.0
 Kastvra,55.30503,9.32569,23234.0
 Kegnæs,54.86222,9.91875,10070.0
 Keldby,54.99103,12.34411,15415.0
 Kelstrup (Ringkobing-Skjern),55.96153,8.55881,68276.67
 Kelstrup (Slagelse),55.40308,11.21239,13165.0
 Kerte,55.36358,9.98758,15350.0
 Kerte (dismantled),55.36358,9.98758,15350.0
 Kettinge,54.70503,11.72881,15795.0
 Kibæk,56.03625,8.85547,14236.67
 Kibæk (dismantled),56.03625,8.85547,14236.67
 Kibæk-Assing,56.00544,8.78742,54520.0
 Kielstrup,56.67697,9.92044,1805.0
 Kirke Hyllinge,55.71783,11.91017,16610.0
 Kirke Stillinge,55.43697,11.24861,11120.0
 Kirke-Helsinge,55.51625,11.20694,16070.0
 Kirkeby (Skive) (dismantled),56.71978,9.01333,2620.0
 Kirkeby (Skive),56.71978,9.01333,2620.0
 Kirkerup,55.35825,11.49361,2830.0
 Kissendrup,55.38628,10.70658,15210.0
 Kjelstryp,56.99206,8.74253,6850.0
 Klarup,57.0145,10.06017,42670.0
 Klarup (dismantled),57.0145,10.06017,42670.0
 Klejnstrup,56.24153,8.61906,22240.0
 Klejs,55.74333,9.95906,14680.0
 Klejtrup,56.59011,9.62936,59745.0
 Klinteby,55.19625,11.564,9138.57
 Klinteby (dismantled),55.19625,11.564,9138.57
 Kliplev,54.93789,9.39761,17350.0
 Kliplev (dismantled),54.93789,9.39761,17350.0
 Klitgaard,57.10086,10.3075,14986.0
 Klojing,55.11633,8.91825,14300.0
 Klovby,55.6415,11.21881,14843.33
 Klovtoft,55.06208,9.17564,15173.33
 Knebel,56.21314,10.48717,1570.0
 Knorborg,55.38036,8.92686,15825.0
 Knubbelokke,54.76589,11.05403,9720.0
 Knudsbol,55.57242,9.31178,34326.67
 Knudsker,55.11608,14.74094,18920.0
 Kobelev,54.89872,11.12325,14577.5
 Kobelev (dismantled),54.89872,11.12325,14577.5
 Kobenhoved,55.42225,9.125,19960.0
 Kobenhoved (dismantled),55.42225,9.125,19960.0
 Kokspang,55.55936,8.36103,13420.0
 Koldby,55.03964,8.63778,14350.0
 Koldby (dismantled),55.03964,8.63778,14350.0
 Kollerod,55.87297,12.30097,4515.0
 Kollerod (dismantled),55.87297,12.30097,4515.0
 Kondrup,56.52525,9.96333,16005.0
 Kong (dismantled),55.26189,10.11792,4810.0
 Kong,55.26189,10.11792,4810.0
 Kongsted,55.57239,9.65956,16750.0
 Korning,55.85253,9.69792,18825.0
 Kraghedens Vestlige,57.27089,9.94517,38995.0
 Krarup,54.80283,11.55103,12133.33
 Krejbjerg (dismantled),56.65639,8.85958,8686.0
 Krejbjerg,56.65639,8.85958,8642.0
 Kriegers Flak,55.03,12.93997,183347.92
 Krogsbolle,55.57356,10.36917,9620.0
 Krogstrup (Frederikssund),55.78375,11.96633,4020.0
 Krogstrup (Vesthimmerland) (dismantled),56.83817,9.36825,62296.67
 Krogstrup (Vesthimmerland),56.83817,9.36825,62296.67
 Krummerup (dismantled),55.29931,11.51172,65100.0
 Krummerup,55.29931,11.51172,65100.0
 Kulby,55.51925,11.32842,12192.0
 Kumled,55.06461,8.85631,16895.0
 Kundby,55.70994,11.52403,47240.0
 Kvislemark,55.25139,11.54431,11510.0
 Kvong,55.76017,8.43256,13400.0
 Kvændrup,55.18453,10.50392,4620.0
 Kvændrup (dismantled),55.18453,10.50392,4620.0
 Kværkeby,55.46167,11.87389,13580.0
 Kyndby (dismantled),55.79428,11.91539,1147.14
 Kyndby,55.79428,11.91539,1147.14
 Kædeby,54.84219,10.69508,22870.0
 Kærbyholm,55.47403,9.92053,16940.0
 Kærup,55.65056,8.35928,3356.67
 Lagerup-Bregninge,54.70278,11.70283,3300.0
 Lamdrup,55.31367,10.71122,14233.33
 Lammefjorden (Holbaek),55.76983,11.50047,40035.0
 Lammefjorden (Odsherred),55.76778,11.48392,8236.67
 Landeby,55.0725,8.97264,13866.0
 Landeby (dismantled),55.0725,8.97264,13866.0
 Landet (Lolland),54.75919,11.27842,10670.0
 Langa (DK),56.39494,9.89247,15640.0
 Langa (DK) (dismantled),56.39494,9.89247,15640.0
 Langeslund,57.12344,9.62575,8925.0
 Langkastrup,56.4515,10.22008,14090.0
 Langsted,55.28031,10.18261,16790.0
 Laurbjerg,56.35578,9.91664,14728.0
 Lekkende,55.06025,12.01711,13126.67
 Lem,56.03147,8.38864,69830.0
 Lem (dismantled),56.03147,8.38864,69830.0
 Lem (Skive),56.59139,8.77517,9590.0
 Lendum,57.40897,10.30094,8473.33
 Levring,56.30692,9.46761,11648.0
 Li Norlund,56.14,9.15,18930.0
 Lille Emmerske,54.95853,8.90133,13320.0
 Lille Linde,55.33481,12.20914,12380.0
 Lindbjerg,56.52133,10.14319,12152.0
 Linde,56.41556,8.48761,13790.0
 Lindelse,54.86553,10.72947,22780.0
 Lindet,55.19597,8.96803,15780.0
 Lindknud,55.5645,9.02031,19712.5
 Ljorslev,56.75297,8.76147,19440.0
 Lodderup,56.79181,8.78336,12460.0
 Logsted,56.93914,9.24475,8905.0
 Logsted (dismantled),56.93914,9.24475,8905.0
 Logumgarde,55.07639,8.93022,17430.0
 Logumkloster,55.05728,8.95053,26710.0
 Lomborg,56.50044,8.26333,10027.78
 Lomborg (dismantled),56.50044,8.26333,10027.78
 Lona,55.88628,9.22311,11600.0
 Lona (dismantled),55.88628,9.22311,11600.0
 Love,55.48628,11.29489,17436.67
 Lumby,55.29675,10.41022,14000.0
 Lundager,55.745,8.33778,12325.0
 Lundby (Guldborgsund),54.86814,11.81439,11342.5
 Lundby (Guldborgsund) (dismantled),54.86814,11.81439,11342.5
 Lundby (Slagelse),55.24917,11.37511,4700.0
 Lundby (Svendborg),54.98922,10.60672,12580.0
 Lundgarde,56.99836,9.9555,12070.0
 Lunding,55.23481,9.55153,17885.0
 Lundtang,55.74442,8.37464,4720.0
 Lyby (dismantled),56.63658,9.01103,5060.0
 Lyby,56.63658,9.01103,5060.0
 Lyndelse,55.20642,10.30133,16235.0
 Lyngby,56.36747,10.74897,10025.0
 Lystrup,56.49847,10.46528,14200.0
 Lystrup (dismantled),56.49847,10.46528,14200.0
 Madum,56.24386,8.29081,9300.0
 Magleby,54.77283,10.71136,19060.0
 Magleby (dismantled),54.77283,10.71136,19060.0
 Magstrup,55.28736,9.34358,15700.0
 Majbolle,54.75636,11.13325,6180.0
 Mammen,56.411,9.61303,9990.0
 Maribo,54.77606,11.50167,13760.0
 Marslev,55.39378,10.51644,13182.5
 Mastrup,56.8835,9.81414,1690.0
 Maugstrup,55.28736,9.34358,13560.0
 Meelse,54.80653,12.04933,8670.0
 Mejlby (Aarhus),56.30156,10.21158,5525.0
 Mejlby (Vejen),55.40247,8.94633,16093.33
 Mejrup,56.36397,8.69325,16486.67
 Mellemby,56.33861,8.30344,15776.67
 Mellerup,55.10247,9.20192,14427.14
 Menstrup,55.21411,11.58328,12575.0
 Menstrup (dismantled),55.21411,11.58328,12575.0
 Mesing,56.07197,9.93922,15133.33
 Middelgrunden,55.691,12.669,38602.0
 Mintebjerg,54.90853,9.9505,54960.0
 Mintebjerg Hørup,54.90853,9.9505,52780.0
 Mjels (Aalborg),56.92844,9.89994,2190.0
 Moborg,56.39381,8.29497,67790.0
 Moborg (dismantled),56.39381,8.29497,67790.0
 Moderup,55.50981,10.14114,17840.0
 Mojbol,55.29906,9.17242,3180.0
 Mollerup (Morso),56.77969,8.69956,18240.0
 Mollerup (Tonder),55.02144,8.79,13730.0
 Monge,56.07,12.18997,11790.0
 Morsbol,55.75731,8.86292,15705.0
 Morum,56.77153,9.45019,11662.5
 Morup Molle,56.8165,8.37742,4560.0
 Mullerup (Nyborg),55.39672,10.66622,16990.0
 Mullerup (Svendborg),55.15239,10.59806,13996.67
 Mulstrup,55.40864,11.83678,14400.0
 Mygdal,57.53856,10.13869,10816.67
 Nagbol,55.46558,9.27867,17380.0
 Nagelsti,54.74889,11.84456,3170.0
 Nakke,55.92342,11.72992,3630.0
 Nautrup,56.74614,8.90831,4940.0
 Nautrup (dismantled),56.74614,8.90831,4940.0
